subject	roi_set	roi	phase	within_yy	within_kj	within	between	between_minus_within
sub-01	meta_metaphor	meta_L_AG	pre	0.9059804690735568	0.9473126136154629	0.9266465413445099	0.9241261498907395	-0.0025203914537703653
sub-01	meta_metaphor	meta_L_AG	post	0.9323053739466286	0.9527196653187715	0.9425125196327	0.9428926693137865	0.0003801496810864613
sub-01	meta_metaphor	meta_L_AG	retrieval	0.6868710286502822	0.7640481892715617	0.725459608960922	0.7220555591415224	-0.0034040498193995683
sub-02	meta_metaphor	meta_L_AG	pre	0.917065633003556	0.8993376738277428	0.9082016534156494	0.9160728616809267	0.007871208265277319
sub-02	meta_metaphor	meta_L_AG	post	0.8706231809636185	0.845307479216657	0.8579653300901378	0.8505708221163724	-0.007394507973765396
sub-02	meta_metaphor	meta_L_AG	retrieval	0.684510709187972	0.7852052321761089	0.7348579706820404	0.7387956366898155	0.00393766600777512
sub-03	meta_metaphor	meta_L_AG	pre	0.7748239259129645	0.8235696729852946	0.7991967994491296	0.7981536103809782	-0.0010431890681513734
sub-03	meta_metaphor	meta_L_AG	post	0.754843167425219	0.8408293874820941	0.7978362774536565	0.7953756225524166	-0.0024606549012399226
sub-03	meta_metaphor	meta_L_AG	retrieval	0.6748253956047474	0.7157935277153298	0.6953094616600386	0.6992303702150612	0.003920908555022584
sub-04	meta_metaphor	meta_L_AG	pre	0.8226122565128111	0.8170658247605727	0.8198390406366919	0.8151019755428481	-0.004737065093843751
sub-04	meta_metaphor	meta_L_AG	post	0.9573485931488583	0.9689133026848546	0.9631309479168565	0.9601277175657854	-0.0030032303510710845
sub-04	meta_metaphor	meta_L_AG	retrieval	0.7984920830075399	0.7289372255918231	0.7637146542996816	0.7603116196940646	-0.0034030346056169725
sub-05	meta_metaphor	meta_L_AG	pre	0.9286831305830695	0.907589731027508	0.9181364308052887	0.9098044500918496	-0.008331980713439102
sub-05	meta_metaphor	meta_L_AG	post	0.8645136503914503	0.8721867889475325	0.8683502196694914	0.8616514850377607	-0.006698734631730763
sub-05	meta_metaphor	meta_L_AG	retrieval	0.8596682670109804	0.8168394333165016	0.838253850163741	0.8418906921969765	0.0036368420332355544
sub-06	meta_metaphor	meta_L_AG	pre	0.8326900340103713	0.869103873488881	0.8508969537496262	0.8487696349274546	-0.0021273188221715422
sub-06	meta_metaphor	meta_L_AG	post	0.9148504518921922	0.8603090571731	0.887579754532646	0.886197289499085	-0.0013824650335609867
sub-06	meta_metaphor	meta_L_AG	retrieval	0.6661732355456731	0.6638439121292157	0.6650085738374444	0.659340186432446	-0.005668387404998421
sub-07	meta_metaphor	meta_L_AG	pre	0.8414880570535309	0.8686227405177902	0.8550553987856606	0.849775520068743	-0.0052798787169175965
sub-07	meta_metaphor	meta_L_AG	post	0.7291870978498669	0.7411131770967292	0.735150137473298	0.7308996679784256	-0.0042504694948724
sub-07	meta_metaphor	meta_L_AG	retrieval	0.5245488897214967	0.5694477706197566	0.5469983301706267	0.5551289617212425	0.008130631550615774
sub-08	meta_metaphor	meta_L_AG	pre	0.9761737466486647	0.9734591342868053	0.9748164404677351	0.9680908048132091	-0.0067256356545259965
sub-08	meta_metaphor	meta_L_AG	post	0.8883544584203885	0.839641266863584	0.8639978626419862	0.8623856334094898	-0.001612229232496376
